"#""pop2023""",pop2020,growth,name,aland_sqmi,intptlat,intptlong,slug,usps,lng,lat,rank,density
6824,6797,0.00132,Kaufman,8.958,32.5769,-96.3155,kaufman-tx,TX,-96.3155,32.5769,331,762
6779,7325,-0.02615,Pearsall,5.933,28.8879,-99.099,pearsall-tx,TX,-99.099,28.8879,332,1143
6722,6893,-0.00841,Mexia,7.198,31.6807,-96.4832,mexia-tx,TX,-96.4832,31.6807,333,934
6688,6538,0.00753,Decatur,8.751,33.2262,-97.5876,decatur-tx,TX,-97.5876,33.2262,334,764
6673,6817,-0.00714,La Feria,4.313,26.1538,-97.825,la-feria-tx,TX,-97.825,26.1538,335,1547
6671,6884,-0.01053,Jasper,10.446,30.9227,-93.9932,jasper-tx,TX,-93.9932,30.9227,336,639
6662,6431,0.01169,Willis,4.733,30.4342,-95.4842,willis-tx,TX,-95.4842,30.4342,337,1408
6589,6535,0.00274,Iowa Park,4.043,33.9629,-98.6832,iowa-park-tx,TX,-98.6832,33.9629,338,1630
6571,6436,0.0069,Burnet,10.368,30.7506,-98.2382,burnet-tx,TX,-98.2382,30.7506,339,634
6518,6236,0.01463,Pecan Plantation,7.425,32.3637,-97.6537,pecan-plantation-tx,TX,-97.6537,32.3637,340,878
6506,6569,-0.00322,Carthage,10.66,32.152,-94.3371,carthage-tx,TX,-94.3371,32.152,341,610
6483,6135,0.01822,San Leon,4.7,29.4891,-94.9374,san-leon-tx,TX,-94.9374,29.4891,342,1379
6471,6387,0.00435,Keene,4.957,32.3961,-97.3214,keene-tx,TX,-97.3214,32.3961,343,1305
6435,6267,0.00878,Kermit,2.513,31.854,-103.092,kermit-tx,TX,-103.092,31.854,344,2561
6431,6059,0.01966,Lindale,6.177,32.4941,-95.4073,lindale-tx,TX,-95.4073,32.4941,345,1041
6415,5917,0.02656,Nolanville,4.208,31.0725,-97.6051,nolanville-tx,TX,-97.6051,31.0725,346,1524
6346,6190,0.00826,Gun Barrel City,6.254,32.3282,-96.1318,gun-barrel-city-tx,TX,-96.1318,32.3282,347,1015
6245,5201,0.05901,Northlake,16.866,33.0738,-97.2562,northlake-tx,TX,-97.2562,33.0738,348,370
6179,6212,-0.00178,Canutillo,2.741,31.9185,-106.601,canutillo-tx,TX,-106.601,31.9185,349,2254
6169,6154,0.00081,Everman,1.753,32.6288,-97.2842,everman-tx,TX,-97.2842,32.6288,350,3519
6153,6225,-0.00389,White Oak,9.108,32.53,-94.8539,white-oak-tx,TX,-94.8539,32.53,351,676
6146,6332,-0.00999,Crockett,8.851,31.3171,-95.4566,crockett-tx,TX,-95.4566,31.3171,352,694
6144,6162,-0.00098,Mila Doce,3.181,26.223,-97.9601,mila-doce-tx,TX,-97.9601,26.223,353,1931
6134,5987,0.00805,Edna,4.134,28.9751,-96.6485,edna-tx,TX,-96.6485,28.9751,354,1484
6120,6354,-0.01258,Crystal City,3.644,28.6907,-99.8271,crystal-city-tx,TX,-99.8271,28.6907,355,1679
6080,5945,0.00746,Wake Village,2.317,33.424,-94.1187,wake-village-tx,TX,-94.1187,33.424,356,2624
6076,5521,0.0314,Wolfforth,3.047,33.5169,-102.005,wolfforth-tx,TX,-102.005,33.5169,357,1994
6074,6035,0.00214,Alpine,4.801,30.3639,-103.664,alpine-tx,TX,-103.664,30.3639,358,1265
6041,6134,-0.00511,Gladewater,11.568,32.5425,-94.9471,gladewater-tx,TX,-94.9471,32.5425,359,522
6015,5865,0.00838,Windcrest,2.15,29.5148,-98.3813,windcrest-tx,TX,-98.3813,29.5148,360,2798
6010,5692,0.01795,Bulverde,15.817,29.7745,-98.435,bulverde-tx,TX,-98.435,29.7745,361,380
5957,5462,0.02849,Parker,8.483,33.0631,-96.6253,parker-tx,TX,-96.6253,33.0631,362,702
5935,5908,0.00152,Yoakum,4.581,29.2932,-97.147,yoakum-tx,TX,-97.147,29.2932,363,1296
5908,5923,-0.00085,Bridgeport,7.843,33.2104,-97.7725,bridgeport-tx,TX,-97.7725,33.2104,364,753
5882,5483,0.02313,Krum,2.472,33.265,-97.2249,krum-tx,TX,-97.2249,33.265,365,2379
5841,6099,-0.01451,Cameron Park,0.543,25.9705,-97.4774,cameron-park-tx,TX,-97.4774,25.9705,366,10757
5829,5223,0.0359,Barrett,6.391,29.8654,-95.0525,barrett-tx,TX,-95.0525,29.8654,367,912
5814,5943,-0.00734,Littlefield,6.331,33.9191,-102.335,littlefield-tx,TX,-102.335,33.9191,368,918
5780,5858,-0.00448,Slaton,5.384,33.4455,-101.651,slaton-tx,TX,-101.651,33.4455,369,1074
5777,5618,0.00926,Doffing,4.334,26.2788,-98.3856,doffing-tx,TX,-98.3856,26.2788,370,1333
5749,5347,0.02386,Nassau Bay,1.22,29.5448,-95.0874,nassau-bay-tx,TX,-95.0874,29.5448,371,4712
5730,5640,0.00526,Livingston,8.73,30.71,-94.9379,livingston-tx,TX,-94.9379,30.71,372,656
5729,5006,0.04391,Aubrey,3.027,33.3086,-96.9791,aubrey-tx,TX,-96.9791,33.3086,373,1893
5688,5607,0.00477,Hutchins,9.093,32.6434,-96.7098,hutchins-tx,TX,-96.7098,32.6434,374,626
5685,5454,0.01373,Sansom Park,1.24,32.8027,-97.4021,sansom-park-tx,TX,-97.4021,32.8027,375,4585
5671,5668,0.00018,Elsa,2.087,26.2978,-97.9936,elsa-tx,TX,-97.9936,26.2978,376,2717
5656,5599,0.00337,Luling,5.51,29.6817,-97.6467,luling-tx,TX,-97.6467,29.6817,377,1026
5626,5737,-0.00653,Childress,8.26,34.4355,-100.282,childress-tx,TX,-100.282,34.4355,378,681
5614,5257,0.02166,Primera,2.777,26.2232,-97.7517,primera-tx,TX,-97.7517,26.2232,379,2022
5517,5448,0.00419,Bowie,5.519,33.557,-97.8461,bowie-tx,TX,-97.8461,33.557,380,1000
5508,4650,0.05477,Dripping Springs,8.281,30.1954,-98.0939,dripping-springs-tx,TX,-98.0939,30.1954,381,665
5500,4858,0.04048,Aledo,2.586,32.6974,-97.607,aledo-tx,TX,-97.607,32.6974,382,2127
5484,5100,0.0239,Chula Vista,3.31,28.6572,-100.425,chula-vista-tx,TX,-100.425,28.6572,383,1657
5470,5383,0.00533,Zapata,7.642,26.9022,-99.2614,zapata-tx,TX,-99.2614,26.9022,384,716
5456,5504,-0.00292,Sinton,2.962,28.0394,-97.5156,sinton-tx,TX,-97.5156,28.0394,385,1842
5420,5321,0.00613,McGregor,21.791,31.4186,-97.4284,mcgregor-tx,TX,-97.4284,31.4186,386,249
5366,5195,0.01074,Pinehurst,7.914,30.1886,-95.7035,pinehurst-tx,TX,-95.7035,30.1886,387,678
5361,5433,-0.00446,Atlanta,12.5,33.1132,-94.1676,atlanta-tx,TX,-94.1676,33.1132,388,429
5361,4974,0.02466,Wilmer,6.364,32.599,-96.6816,wilmer-tx,TX,-96.6816,32.599,389,842
5337,5295,0.00263,Lakehills,30.31,29.6271,-98.9426,lakehills-tx,TX,-98.9426,29.6271,390,176
5328,5430,-0.00634,Hempstead,6.477,30.1006,-96.0777,hempstead-tx,TX,-96.0777,30.1006,391,823
5312,5462,-0.00932,Marlin,4.517,31.308,-96.8932,marlin-tx,TX,-96.8932,31.308,392,1176
5242,5323,-0.00512,Rockdale,4.007,30.6543,-97.0089,rockdale-tx,TX,-97.0089,30.6543,393,1308
5237,5210,0.00172,Homestead Meadows North,15.588,31.8483,-106.171,homestead-meadows-north-tx,TX,-106.171,31.8483,394,336
5231,5306,-0.00476,Cameron,5.239,30.8608,-96.9762,cameron-tx,TX,-96.9762,30.8608,395,998
5230,5221,0.00057,Center,7.838,31.7931,-94.1803,center-tx,TX,-94.1803,31.7931,396,667
5221,4936,0.01853,Willow Park,6.432,32.7539,-97.6502,willow-park-tx,TX,-97.6502,32.7539,397,812
5204,5285,-0.00516,Rusk,7.232,31.7978,-95.1488,rusk-tx,TX,-95.1488,31.7978,398,720
5195,5129,0.00425,Granite Shoals,5.773,30.5904,-98.3725,granite-shoals-tx,TX,-98.3725,30.5904,399,900
5174,5066,0.00701,Brookshire,4.33,29.7824,-95.9514,brookshire-tx,TX,-95.9514,29.7824,400,1195
5162,4781,0.02522,Richwood,4.466,29.0639,-95.4022,richwood-tx,TX,-95.4022,29.0639,401,1156
5160,5160,0,Muleshoe,3.431,34.2292,-102.728,muleshoe-tx,TX,-102.728,34.2292,402,1504
5159,4718,0.02933,Hickory Creek,4.9,33.1109,-97.0347,hickory-creek-tx,TX,-97.0347,33.1109,403,1053
5144,4469,0.04574,Lavon,2.531,33.0257,-96.4392,lavon-tx,TX,-96.4392,33.0257,404,2032
5096,5045,0.00335,Terrell Hills,1.612,29.4771,-98.4472,terrell-hills-tx,TX,-98.4472,29.4771,405,3161
5034,5028,0.0004,Port Isabel,6.787,26.063,-97.2467,port-isabel-tx,TX,-97.2467,26.063,406,742
5024,4739,0.01927,Alvarado,4.152,32.4061,-97.216,alvarado-tx,TX,-97.216,32.4061,407,1210
5021,4808,0.01434,Pecan Acres,18.875,32.9679,-97.479,pecan-acres-tx,TX,-97.479,32.9679,408,266
5010,5187,-0.01164,Breckenridge,4.197,32.7568,-98.913,breckenridge-tx,TX,-98.913,32.7568,409,1194
4996,4969,0.0018,Giddings,5.277,30.1837,-96.928,giddings-tx,TX,-96.928,30.1837,410,947
4995,5118,-0.00814,Brady,8.943,31.1523,-99.4518,brady-tx,TX,-99.4518,31.1523,411,559
4916,4823,0.00635,Mineola,10.161,32.6529,-95.4803,mineola-tx,TX,-95.4803,32.6529,412,484
4885,4849,0.00246,Hudson,5.07,31.3192,-94.7847,hudson-tx,TX,-94.7847,31.3192,413,964
4829,4760,0.00479,Sparks,1.415,31.6726,-106.24,sparks-tx,TX,-106.24,31.6726,414,3413
4828,4357,0.03361,Oak Point,5.649,33.1729,-96.987,oak-point-tx,TX,-96.987,33.1729,415,855
4825,4843,-0.00124,Gilmer,3.79,32.7323,-94.9458,gilmer-tx,TX,-94.9458,32.7323,416,1273
4800,4767,0.0023,Meadows Place,0.937,29.6509,-95.5869,meadows-place-tx,TX,-95.5869,29.6509,417,5123
4781,4361,0.03017,Venus,3.031,32.4307,-97.1022,venus-tx,TX,-97.1022,32.4307,418,1577
4777,4636,0.00994,Morgan's Point Resort,2.8,31.1546,-97.4592,morgan's-point-resort-tx,TX,-97.4592,31.1546,419,1706
4768,4822,-0.00376,Shady Hollow,2.166,30.1645,-97.8631,shady-hollow-tx,TX,-97.8631,30.1645,420,2201
4765,4369,0.02849,Van Alstyne,5.073,33.4201,-96.5834,van-alstyne-tx,TX,-96.5834,33.4201,421,939
4757,4409,0.02499,Justin,2.375,33.0866,-97.3001,justin-tx,TX,-97.3001,33.0866,422,2003
4750,4711,0.00274,Lake Worth,2.464,32.813,-97.4305,lake-worth-tx,TX,-97.4305,32.813,423,1928
4748,4892,-0.01001,Carrizo Springs,3.09,28.5258,-99.8593,carrizo-springs-tx,TX,-99.8593,28.5258,424,1537
4739,4403,0.02421,Argyle,11.406,33.1055,-97.1775,argyle-tx,TX,-97.1775,33.1055,425,415
4630,4612,0.0013,New Boston,3.999,33.4611,-94.4191,new-boston-tx,TX,-94.4191,33.4611,426,1158
4613,4790,-0.01263,Post,3.745,33.1909,-101.382,post-tx,TX,-101.382,33.1909,427,1232
4598,4457,0.01033,La Joya,4.205,26.2579,-98.4764,la-joya-tx,TX,-98.4764,26.2579,428,1093
4597,4807,-0.015,Progreso,2.995,26.0961,-97.9566,progreso-tx,TX,-97.9566,26.0961,429,1535
4568,4544,0.00175,Hearne,4.12,30.8771,-96.5952,hearne-tx,TX,-96.5952,30.8771,430,1109
4547,4304,0.01814,Ovilla,5.788,32.5413,-96.8835,ovilla-tx,TX,-96.8835,32.5413,431,786
4537,4381,0.01159,Pilot Point,4.032,33.3957,-96.9503,pilot-point-tx,TX,-96.9503,33.3957,432,1125
4509,4257,0.01898,Horseshoe Bay,14.304,30.5408,-98.3806,horseshoe-bay-tx,TX,-98.3806,30.5408,433,315
4498,4609,-0.00816,Falfurrias,2.861,27.2244,-98.1452,falfurrias-tx,TX,-98.1452,27.2244,434,1572
4487,4277,0.01585,Hallsville,3.653,32.4992,-94.5678,hallsville-tx,TX,-94.5678,32.4992,435,1228
4467,4470,-0.00022,Denver City,2.532,32.968,-102.832,denver-city-tx,TX,-102.832,32.968,436,1764
4465,4186,0.02127,Garden Ridge,7.14,29.6365,-98.2925,garden-ridge-tx,TX,-98.2925,29.6365,437,625
4450,3646,0.06408,Liberty Hill,2.243,30.6636,-97.9095,liberty-hill-tx,TX,-97.9095,30.6636,438,1984
4448,4061,0.02987,Doolittle,4.282,26.3598,-98.1168,doolittle-tx,TX,-98.1168,26.3598,439,1039
4426,4420,0.00045,Madisonville,4.178,30.954,-95.9093,madisonville-tx,TX,-95.9093,30.954,440,1059
4424,4229,0.01491,Canton,5.972,32.5543,-95.8643,canton-tx,TX,-95.8643,32.5543,441,741
4391,4385,0.00046,Hunters Creek Village,1.954,29.7727,-95.4981,hunters-creek-village-tx,TX,-95.4981,29.7727,442,2247
4382,4373,0.00069,Central Gardens,2.503,29.9877,-94.0221,central-gardens-tx,TX,-94.0221,29.9877,443,1751
4382,4229,0.01178,Spring Valley Village,1.215,29.7898,-95.504,spring-valley-village-tx,TX,-95.504,29.7898,444,3607
4374,4248,0.0097,Olivarez,3.685,26.2285,-97.9931,olivarez-tx,TX,-97.9931,26.2285,445,1187
4361,4457,-0.00728,Diboll,4.741,31.1883,-94.7829,diboll-tx,TX,-94.7829,31.1883,446,920
4356,4050,0.02398,Mabank,7.2,32.3687,-96.1152,mabank-tx,TX,-96.1152,32.3687,447,605
4348,4450,-0.00776,Rio Bravo,0.65,27.3647,-99.4845,rio-bravo-tx,TX,-99.4845,27.3647,448,6689
4326,4473,-0.0112,Tulia,3.557,34.5379,-101.774,tulia-tx,TX,-101.774,34.5379,449,1216
4316,4391,-0.00576,La Grange,4.136,29.9126,-96.8763,la-grange-tx,TX,-96.8763,29.9126,450,1044
4315,4324,-0.00069,Devine,3.214,29.1458,-98.905,devine-tx,TX,-98.905,29.1458,451,1343
4311,4005,0.02423,Hudson Bend,3.988,30.4147,-97.9273,hudson-bend-tx,TX,-97.9273,30.4147,452,1081
4299,4395,-0.00739,Palacios,4.94,28.7309,-96.2547,palacios-tx,TX,-96.2547,28.7309,453,870
4287,4335,-0.00372,Pittsburg,3.601,32.9992,-94.9668,pittsburg-tx,TX,-94.9668,32.9992,454,1191
4264,3853,0.0332,Weston Lakes,2.651,29.6573,-95.931,weston-lakes-tx,TX,-95.931,29.6573,455,1608
4239,4206,0.0026,Bellville,2.656,29.9471,-96.2601,bellville-tx,TX,-96.2601,29.9471,456,1596
4237,4111,0.01001,Laureles,4.8,26.1197,-97.4892,laureles-tx,TX,-97.4892,26.1197,457,883
4235,3947,0.02319,Potosi,18.346,32.3357,-99.6843,potosi-tx,TX,-99.6843,32.3357,458,231
4219,3562,0.05475,McLendon-Chisholm,9.507,32.8421,-96.4054,mclendon--chisholm-tx,TX,-96.4054,32.8421,459,444
4190,3944,0.01996,Cross Mountain,6.722,29.6563,-98.6456,cross-mountain-tx,TX,-98.6456,29.6563,460,623
4186,4171,0.0012,Friona,1.4,34.6394,-102.723,friona-tx,TX,-102.723,34.6394,461,2990
4175,4211,-0.00287,Comanche,4.561,31.9005,-98.6044,comanche-tx,TX,-98.6044,31.9005,462,915
4160,3860,0.02463,Crandall,3.14,32.6281,-96.454,crandall-tx,TX,-96.454,32.6281,463,1325
4160,4094,0.00532,Jourdanton,3.493,28.9138,-98.541,jourdanton-tx,TX,-98.541,28.9138,464,1191
4158,4074,0.00678,Whitesboro,3.338,33.6596,-96.9037,whitesboro-tx,TX,-96.9037,33.6596,465,1246
4150,4333,-0.01449,Mathis,3.316,28.0909,-97.817,mathis-tx,TX,-97.817,28.0909,466,1252
4105,4171,-0.00533,Dimmitt,3.15,34.5479,-102.307,dimmitt-tx,TX,-102.307,34.5479,467,1303
4091,3788,0.02531,Edgecliff Village,1.191,32.6561,-97.3406,edgecliff-village-tx,TX,-97.3406,32.6561,468,3435
4085,4184,-0.00801,Jacksboro,7.181,33.2258,-98.1592,jacksboro-tx,TX,-98.1592,33.2258,469,569
4076,4232,-0.0126,Midway North,1.803,26.1872,-98.0188,midway-north-tx,TX,-98.0188,26.1872,470,2261
4069,3814,0.02134,Nash,3.374,33.4418,-94.1286,nash-tx,TX,-94.1286,33.4418,471,1206
4051,3694,0.03026,Wyldwood,12.032,30.1306,-97.4794,wyldwood-tx,TX,-97.4794,30.1306,472,337
3963,4101,-0.01147,Hebbronville,6.254,27.324,-98.6861,hebbronville-tx,TX,-98.6861,27.324,473,634
3960,3993,-0.00277,Caldwell,3.898,30.5313,-96.7006,caldwell-tx,TX,-96.7006,30.5313,474,1016
3959,3953,0.00051,Medina,1.773,26.9351,-99.2644,medina-tx,TX,-99.2644,26.9351,475,2233
3952,3922,0.00254,Smithville,3.98,30.0084,-97.1509,smithville-tx,TX,-97.1509,30.0084,476,993
3943,3991,-0.00404,Colorado City,5.332,32.3995,-100.858,colorado-city-tx,TX,-100.858,32.3995,477,739
3936,3978,-0.00354,Castle Hills,2.469,29.5247,-98.5191,castle-hills-tx,TX,-98.5191,29.5247,478,1594
3929,3758,0.01472,Scissors,1.594,26.1333,-98.0475,scissors-tx,TX,-98.0475,26.1333,479,2465
3907,3499,0.03606,Shenandoah,1.959,30.1841,-95.4557,shenandoah-tx,TX,-95.4557,30.1841,480,1994
3901,4003,-0.00864,Redwood,6.45,29.8098,-97.9093,redwood-tx,TX,-97.9093,29.8098,481,605
3881,3908,-0.00231,Sullivan City,3.589,26.2752,-98.5644,sullivan-city-tx,TX,-98.5644,26.2752,482,1081
3879,3822,0.00492,Bunker Hill Village,1.442,29.7648,-95.5317,bunker-hill-village-tx,TX,-95.5317,29.7648,483,2690
3877,3883,-0.00052,Cisco,4.955,32.385,-98.9803,cisco-tx,TX,-98.9803,32.385,484,782
3869,3722,0.01283,North Alamo,1.419,26.2161,-98.1264,north-alamo-tx,TX,-98.1264,26.2161,485,2727
3862,3571,0.02576,Howe,5.101,33.5067,-96.6155,howe-tx,TX,-96.6155,33.5067,486,757
3841,3811,0.00261,Clyde,3.284,32.4056,-99.5039,clyde-tx,TX,-99.5039,32.4056,487,1170
3813,3747,0.0058,Wills Point,3.665,32.7095,-96.005,wills-point-tx,TX,-96.005,32.7095,488,1040
3754,3718,0.00321,Cotulla,2.01,28.4363,-99.2367,cotulla-tx,TX,-99.2367,28.4363,489,1868
3753,3417,0.03076,Crosby,2.226,29.9152,-95.0577,crosby-tx,TX,-95.0577,29.9152,490,1686
3752,3704,0.00428,Taylor Lake Village,1.124,29.5748,-95.0553,taylor-lake-village-tx,TX,-95.0553,29.5748,491,3338
3741,3501,0.02185,Rosita,7.857,28.6245,-100.428,rosita-tx,TX,-100.428,28.6245,492,476
3726,3594,0.01195,Grape Creek,15.657,31.5817,-100.547,grape-creek-tx,TX,-100.547,31.5817,493,238
3711,3699,0.00108,Columbus,2.871,29.7028,-96.5571,columbus-tx,TX,-96.5571,29.7028,494,1293
3705,3612,0.00844,Farmersville,4.052,33.1616,-96.3606,farmersville-tx,TX,-96.3606,33.1616,495,914
3701,3815,-0.01016,Cockrell Hill,0.582,32.7382,-96.8886,cockrell-hill-tx,TX,-96.8886,32.7382,496,6359
3697,3811,-0.01017,Westway,1.149,31.9601,-106.576,westway-tx,TX,-106.576,31.9601,497,3218
3672,3912,-0.02132,Coleman,6.143,31.8314,-99.4222,coleman-tx,TX,-99.4222,31.8314,498,598
3671,3524,0.01353,Shavano Park,3.29,29.5844,-98.5562,shavano-park-tx,TX,-98.5562,29.5844,499,1116
3640,3520,0.01111,Laguna Vista,4.827,26.1059,-97.2963,laguna-vista-tx,TX,-97.2963,26.1059,500,754